ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,CH4DC
807.382,1746.8900000000003,4.16445,4.86958,4.86236,0.0,0.283185,0.37358,0.0,0.0,1.31921,807.382,612.0193145897922,0.37358,0.283185,35.039178808453066
1037.94,4518.16,4.030390000000001,5.07969,4.98773,0.0,0.341993,0.3961400000000001,0.0,0.0,1.15833,1037.94,896.0658879593898,0.3961400000000001,0.341993,97.70569979011016
1083.29,3258.8599999999997,8.27985,8.50423,8.50423,0.0,0.327807,0.36738,0.0,0.0,1.1207200000000002,1083.29,966.6018273966736,0.36738,0.327807,104.17091852325044
0.0,5518.65,3.4178,4.9476700000000005,4.77873,325.022,0.0,0.0,0.209799,0.22949999999999998,1.0939,325.02200000000005,297.12222323795584,0.2295,0.209799,27.474307112450802
844.0239999999999,2916.84,5.74044,6.18649,6.18649,0.0,0.206243,0.26842,0.0,0.0,1.30148,844.0239999999999,648.5109260226819,0.26842,0.206243,42.58923024474191
970.915,3191.38,6.10482,6.863980000000001,6.863980000000001,0.0,0.247819,0.3020199999999999,0.0,0.0,1.21871,970.915,796.6743523890015,0.3020199999999999,0.247819,49.11305131966874
0.0,2226.95,3.0099,4.47083,4.47083,247.133,0.0,0.0,0.102762,0.16342,1.59028,247.13300000000004,155.402193324446,0.16342,0.10276200000000002,29.332179375300235
0.0,2087.5600000000004,2.41854,3.96462,3.93898,26.1134,0.0,0.0,0.0204625,0.03656,1.7866799999999998,26.113399999999956,14.615599883582945,0.03655999999999998,0.020462499999999995,42.035718179374825
585.367,5132.21,3.73403,5.10081,5.09695,0.0,0.155237,0.26936,0.0,0.0,1.73515,585.367,337.3581534737632,0.26936,0.155237,31.314717074883752
1769.18,3779.19,7.030710000000001,8.257760000000001,8.257760000000001,0.0,0.490508,0.5400200000000001,0.0,0.0,1.10094,1769.1799999999998,1606.9722237360804,0.5400200000000001,0.490508,128.93374486098278
228.47500000000002,1659.9800000000005,3.97384,5.22092,5.22092,0.0,0.052015599999999995,0.09014,0.0,0.0,1.73294,228.47500000000002,131.84241808718127,0.09014,0.052015599999999995,8.902057039760436
1447.37,3402.63,4.65537,7.1439,7.12384,0.0,0.407227,0.4679999999999999,0.0,0.0,1.14924,1447.37,1259.4149176847309,0.4679999999999999,0.407227,81.56298227522299
0.0,2328.35,3.37779,5.4607,5.4607,213.127,0.0,0.0,0.0955806,0.1452,1.5191400000000002,213.12700000000007,140.29450873520545,0.1452,0.09558060000000002,31.846828302199995
942.065,2660.5399999999995,3.89327,5.20085,4.84433,0.0,0.299694,0.34602,0.0,0.0,1.15458,942.065,815.937397148747,0.34602,0.299694,45.84192980081812
985.468,2686.72,3.94888,5.20115,4.84777,0.0,0.269706,0.3397,0.0,0.0,1.25952,985.468,782.4155233739838,0.3397,0.269706,48.10432702531736
0.0,5939.98,2.7821700000000003,4.00255,3.89811,10.483399999999989,0.0,0.0,0.00729991,0.01061999999999999,1.4548100000000002,10.483399999999847,7.206026903856809,0.010620000000000018,0.0072999100000000205,1.4404590791691732
1952.08,10047.8,5.53552,8.42183,8.418510000000001,0.0,0.650814,0.5619200000000001,0.0,0.0,0.8634109999999999,1952.08,2260.8931320078154,0.5619200000000001,0.650814,141.51077323570303
0.0,1839.3499999999995,3.3362800000000004,4.15174,4.09093,229.816,0.0,0.0,0.1657209999999999,0.19132,1.15447,229.81600000000003,199.06623818722005,0.19132,0.1657209999999999,52.213528023739634
0.0,1796.1999999999998,3.11916,4.33665,4.32149,205.72,0.0,0.0,0.179029,0.2222,1.24114,205.72000000000003,165.75084196786815,0.2222,0.179029,42.553612819983066
0.0,4159.34,3.10567,4.14187,4.13974,50.506699999999995,0.0,0.0,0.0535414,0.0671799999999999,1.25473,50.50670000000002,40.25304248722841,0.0671799999999999,0.05354140000000002,16.62610386528584
1323.15,6787.7,7.02117,7.92311,7.40406,0.0,0.386739,0.40304,0.0,0.0,1.04215,1323.15,1269.6348894113137,0.40304,0.386739,105.70043946681535
520.764,1611.5,4.55019,5.31461,5.31461,0.0,0.151189,0.1955599999999999,0.0,0.0,1.29348,520.764,402.60692086464405,0.1955599999999999,0.151189,17.178100594850292
506.851,19369.7,7.10745,8.78556,8.76031,0.0,0.09184979999999998,0.15544,0.0,0.0,1.69233,506.851,299.4989156961112,0.15543999999999997,0.09184979999999998,43.766168481973565
492.786,19272.1,6.948739999999999,8.62272,8.54042,0.0,0.08755769999999999,0.14964,0.0,0.0,1.70904,492.78599999999994,288.34082291812956,0.14964000000000002,0.08755770000000002,42.4186720152489
878.0269999999999,1085.17,6.05262,6.31745,6.3123000000000005,0.0,0.193488,0.28606,0.0,0.0,1.47844,878.0269999999999,593.8874759882037,0.28606,0.193488,40.567614171325744
0.0,4184.14,3.40564,4.483280000000001,4.05023,181.067,0.0,0.0,0.128136,0.13448,1.04951,181.067,172.52527369915492,0.13448000000000002,0.12813600000000003,59.35408643874079
770.3589999999999,1487.96,4.13919,5.6854700000000005,5.6854700000000005,0.0,0.238827,0.26938,0.0,0.0,1.12793,770.3589999999999,682.9847596925341,0.26938,0.238827,46.63485676931734
307.15999999999997,3292.7700000000004,4.05314,4.50507,4.50325,0.0,0.09454970000000001,0.1489,0.0,0.0,1.57483,307.15999999999997,195.04327451216955,0.1489,0.09454970000000001,18.228348484202954
1366.32,1896.54,6.220269999999999,7.510860000000001,7.50991,0.0,0.468313,0.42086,0.0,0.0,0.8986729999999999,1366.32,1520.3750418672869,0.42086,0.468313,84.19642663304137
0.0,12676.3,2.96045,5.5336300000000005,4.3048,128.842,0.0,0.0,0.0329539,0.05044,1.53062,128.84199999999998,84.17634683984272,0.050439999999999985,0.03295389999999998,22.653824986859604
0.0,4064.17,2.69056,5.327369999999999,5.32598,363.056,0.0,0.0,0.119696,0.1803799999999999,1.50699,363.0559999999999,240.91467096662882,0.1803799999999999,0.11969600000000002,12.250278050769182
1193.32,2426.68,3.897,4.92906,4.88525,0.0,0.309471,0.3956400000000001,0.0,0.0,1.27844,1193.32,933.418854228591,0.3956400000000001,0.309471,57.56433782124954
1024.5,3341.82,3.84312,5.32196,5.29977,0.0,0.284277,0.32476,0.0,0.0,1.14241,1024.5,896.7883684491558,0.32476,0.284277,87.51181091857657
0.0,4977.69,3.10199,4.342890000000001,4.32786,147.213,0.0,0.0,0.134395,0.14088,1.04826,147.21299999999997,140.43557895941842,0.14088000000000003,0.134395,53.4777641335081
0.0,1581.92,2.47417,4.70523,4.70523,254.923,0.0,0.0,0.0937505,0.11986,1.2785,254.923,199.39225655064524,0.11985999999999997,0.09375050000000001,24.920118425717703
1728.94,2443.4800000000005,4.5721,5.9848300000000005,5.97294,0.0,0.540431,0.5109,0.0,0.0,0.945356,1728.94,1828.8771637351435,0.5109,0.540431,92.13813516645595
0.0,2370.55,2.41831,4.4171,4.41156,377.616,0.0,0.0,0.161076,0.18764,1.16491,377.616,324.1589479015547,0.18764,0.161076,34.33447617899325
0.0,5012.01,2.71797,4.9133,4.44189,143.72299999999998,0.0,0.0,0.0714564,0.10396,1.45487,143.72299999999996,98.78752053448079,0.10396,0.07145639999999998,17.02071619840079
0.0,1205.13,3.05894,4.49265,4.49265,443.942,0.0,0.0,0.126431,0.17884,1.4145299999999998,443.942,313.84417439008007,0.17884,0.12643099999999996,35.67801351419037
928.09,3934.4,7.71117,7.9604300000000014,7.9604300000000014,0.0,0.316382,0.3215,0.0,0.0,1.01618,928.09,913.3126020980536,0.3215,0.316382,87.14008307028065
0.0,3182.54,3.33225,4.537730000000001,4.537730000000001,207.114,0.0,0.0,0.0671494,0.13154,1.95892,207.11400000000015,105.72866681640903,0.13154,0.06714940000000003,18.44982043907838
0.0,3095.39,3.3179,4.4873,4.4873,207.46799999999996,0.0,0.0,0.0684591,0.1338,1.95445,207.46800000000007,106.1516027526925,0.1338,0.0684591,30.944398671858742
0.0,3126.57,3.3459800000000004,4.50589,4.50589,229.629,0.0,0.0,0.0776967,0.14924,1.9208,229.6289999999999,119.54862557267802,0.14924,0.07769670000000001,31.066170970284112
0.0,1264.4099999999999,3.67177,4.336530000000001,4.336530000000001,259.372,0.0,0.0,0.1277859999999999,0.20986,1.64227,259.37199999999996,157.93505331035703,0.20986,0.1277859999999999,42.88903312965015
410.805,1247.5500000000002,3.97457,4.47026,4.47026,16.8039,0.10868199999999989,0.18244,0.012938899999999996,0.021720000000000003,1.6786599999999998,427.60890000000006,254.73228646658652,0.2041599999999999,0.12162089999999992,43.51272417645953
1261.25,3719.28,4.1024,5.20253,5.19923,0.05880650000000287,0.45513,0.4006400000000001,0.0,0.0,0.8802760000000001,1261.3088065,1432.8560661656118,0.4006400000000001,0.45513,100.4529167870841
967.331,1734.9899999999998,3.98997,4.61291,4.61291,0.0,0.334089,0.33316,0.0,0.0,0.997219,967.331,970.0286496747456,0.33316,0.334089,75.82917973698967
1155.76,3562.63,4.8221,5.88855,5.88855,0.0,0.372928,0.36222,0.0,0.0,0.971286,1155.76,1189.927580547851,0.36222,0.372928,76.04168960404783
791.3610000000001,3253.5699999999997,3.81208,5.25824,5.25128,0.0,0.247967,0.32966,0.0,0.0,1.32945,791.3610000000001,595.2544285230733,0.32966,0.247967,39.55462211649656
336.169,9626.89,4.34376,5.1449,5.0780400000000006,0.0,0.08859510000000001,0.11442,0.0,0.0,1.29149,336.169,260.2954726711008,0.11442,0.08859509999999998,13.498885243514522
1564.68,2587.9099999999994,4.53541,6.46265,6.4607600000000005,0.0,0.433779,0.4461,0.0,0.0,1.0284,1564.68,1521.4702450408402,0.4461,0.433779,88.47707521684168
1561.46,8433.6,4.65529,6.67933,6.67386,0.0,0.469128,0.44414,0.0,0.0,0.946736,1561.46,1649.3087830187087,0.44414,0.469128,92.25650962535448
1504.61,6245.29,4.46081,6.36216,6.32257,0.0,0.5393319999999999,0.4368,0.0,0.0,0.8098909999999999,1504.61,1857.7932092096344,0.4368,0.5393319999999999,114.80704192117284
731.738,4837.87,5.232130000000001,6.46964,6.46178,0.0,0.18333,0.218,0.0,0.0,1.18911,731.738,615.3661141526014,0.218,0.18333,42.95189920608915
0.0,3118.4,3.07393,4.04434,4.03643,39.723299999999995,0.0,0.0,0.0315708,0.0454399999999999,1.43931,39.723299999999995,27.59884944869418,0.04543999999999987,0.03157080000000001,26.110051493415227
0.0,2365.53,3.3113200000000003,4.60365,4.192740000000001,154.475,0.0,0.0,0.0925455,0.15536,1.67874,154.47500000000002,92.01841857583668,0.15536000000000003,0.0925455,78.06247381329946
2235.99,1983.9000000000005,6.49522,8.23302,8.23302,0.0,0.722685,0.62334,0.0,0.0,0.8625339999999999,2235.99,2592.3499827253186,0.62334,0.722685,172.16160743533848
817.885,6688.83,4.85353,5.8709500000000014,5.870480000000001,0.0,0.177115,0.2549,0.0,0.0,1.43918,817.885,568.2993093289233,0.2549,0.177115,42.12925912322264
1472.64,966.6989999999996,5.27198,6.2294,6.22457,0.0,0.399899,0.4581,0.0,0.0,1.14554,1472.64,1285.542189709657,0.4581,0.399899,84.17993763224915
635.156,4460.37,3.79303,5.86134,5.86134,0.0,0.232078,0.2319,0.0,0.0,0.999234,635.156,635.6429024632869,0.2319,0.232078,34.61284569920783
308.71500000000003,1595.3199999999997,4.225219999999999,4.65845,4.6420900000000005,0.0,0.07688230000000001,0.14992,0.0,0.0,1.94999,308.71500000000003,158.31619649331537,0.14992,0.07688230000000001,16.30250819587833
0.0,5423.56,3.3996900000000005,5.76284,5.26558,477.812,0.0,0.0,0.12884,0.18531999999999998,1.43838,477.812,332.1875999388201,0.18532,0.12884,60.9361384210175
562.1080000000001,1762.2600000000002,3.91959,4.91458,4.91458,0.0,0.163331,0.26774,0.0,0.0,1.63925,562.1080000000001,342.9055970718316,0.26774,0.163331,38.04279352216256
583.524,1770.12,3.96901,4.9428,4.934480000000001,0.0,0.1657759999999999,0.27054,0.0,0.0,1.63196,583.524,357.5602343194687,0.27054,0.1657759999999999,38.90580097445903
1050.06,4643.33,9.82723,10.25461,10.24056,0.0,0.355093,0.3806199999999999,0.0,0.0,1.07189,1050.06,979.6341042457716,0.3806199999999999,0.355093,96.72204078725338
1051.11,4653.81,9.92334,10.34811,10.34811,0.0,0.356324,0.38108,0.0,0.0,1.06947,1051.11,982.832618025751,0.38108,0.356324,96.1584871614748
1026.82,4657.1,9.65715,10.25508,10.24861,0.0,0.347687,0.37158,0.0,0.0,1.06872,1026.82,960.7942211243356,0.37158,0.347687,93.27331583784176
1032.07,4637.18,9.86894,10.30863,10.26273,0.0,0.35561,0.38168,0.0,0.0,1.07331,1032.07,961.5768044646932,0.38168,0.35561,95.57624751854075
1137.73,1312.8400000000001,5.39741,6.00475,6.00471,0.0,0.369775,0.3799,0.0,0.0,1.02738,1137.73,1107.4091378068483,0.3799,0.369775,73.64525157186776
1060.58,1294.79,5.3907,5.73459,5.73388,0.0,0.345338,0.35974,0.0,0.0,1.0417,1060.58,1018.1242200249592,0.35974,0.345338,69.96381980181643
1169.64,2622.57,5.24857,5.77811,5.77811,0.0,0.3618699999999999,0.3722200000000001,0.0,0.0,1.0286,1169.64,1137.1184133774066,0.3722200000000001,0.3618699999999999,68.76542211091132
1168.13,1526.1599999999999,3.96658,5.08429,5.08059,0.0,0.429402,0.47206,0.0,0.0,1.09934,1168.13,1062.5739079811524,0.47206,0.429402,103.543634083179
676.711,2366.5200000000004,3.73672,5.22329,5.11659,0.0,0.326555,0.31422,0.0,0.0,0.962226,676.711,703.2765691220151,0.31422,0.326555,51.5619806400664
625.52,2870.89,4.00911,5.07304,4.98758,2.0080700000000036,0.209111,0.23094,0.0,0.0,1.10439,627.5280700000001,568.2123796847128,0.23094,0.209111,73.50355803509072
583.305,4687.37,5.98045,7.05253,7.05253,0.0,0.14115,0.18594,0.0,0.0,1.31733,583.3049999999998,442.79337751360697,0.18594,0.14115,35.74462292495461
586.086,4687.37,5.98059,7.063839999999999,7.063839999999999,0.0,0.141514,0.18642,0.0,0.0,1.31733,586.086,444.90446585138125,0.18642,0.14151400000000003,35.206950024166424
570.7130000000001,4662.23,5.6139600000000005,6.984889999999999,6.98457,0.0,0.133426,0.17794,0.0,0.0,1.33363,570.7130000000001,427.93953345380646,0.17794,0.133426,33.78204442706559
567.479,4662.23,5.6341,6.97151,6.94032,0.0,0.133201,0.17764,0.0,0.0,1.33363,567.479,425.51457300750576,0.17764,0.133201,31.68849073251522
0.0,1249.08,2.5912,4.92234,4.92234,430.99300000000005,0.0,0.0,0.152163,0.20223999999999998,1.3291,430.99300000000005,324.2743209690768,0.20224,0.15216299999999996,21.255511804676516
186.67999999999995,2522.75,3.89642,4.45768,4.45768,0.0,0.107624,0.13982,0.0,0.0,1.29915,186.67999999999995,143.69395373898317,0.13982,0.107624,19.696365495664352
588.375,1625.1500000000005,3.79015,5.00675,4.8650400000000005,0.0,0.192521,0.2524,0.0,0.0,1.31103,588.375,448.7883572458296,0.2524,0.192521,28.77204400682829
0.0,3422.36,3.33501,5.49096,5.47236,489.311,0.0,0.0,0.174538,0.2173199999999999,1.24511,489.31100000000004,392.9861618652167,0.2173199999999999,0.174538,95.43403276079889
641.969,2604.67,4.04151,4.713480000000001,4.7118400000000005,0.0,0.204052,0.2486199999999999,0.0,0.0,1.21841,641.969,526.8907838904803,0.2486199999999999,0.204052,17.201700828271683
2002.13,11510.8,4.57229,11.36875,11.36875,0.0,0.759178,0.6282800000000001,0.0,0.0,0.8275790000000001,2002.13,2419.2614844020936,0.6282800000000001,0.759178,188.7791471533376
265.27,5421.22,3.72203,5.0107,4.81811,267.731,0.09562579999999998,0.10804,0.0951125,0.10746,1.12982,533.001,471.7574480890762,0.2155,0.1907382999999999,81.44977011695484
0.0,1913.9899999999998,3.05023,4.609030000000001,4.59626,162.955,0.0,0.0,0.084843,0.14002,1.65034,162.95499999999993,98.74025958287382,0.14002,0.084843,53.089341295281706
297.11299999999994,1837.6999999999998,3.77657,4.48976,4.48976,15.202299999999994,0.105207,0.1717,0.0218379,0.03564,1.63203,312.3153,191.36615135751185,0.20734,0.12704490000000002,74.2126326763386
0.0,828.3450000000003,2.73393,4.14397,4.02607,164.046,0.0,0.0,0.0970847,0.15118,1.5572,164.04599999999994,105.3467762650912,0.15117999999999998,0.09708470000000002,84.70136602033583
0.0,827.1419999999998,2.72277,4.14099,4.14099,153.405,0.0,0.0,0.0991835,0.15534,1.5661900000000002,153.40499999999997,97.94788627178059,0.15533999999999998,0.09918349999999998,87.7869287753192
0.0,828.8649999999998,2.73427,4.14407,4.110040000000001,156.009,0.0,0.0,0.0826372,0.13034,1.57726,156.00900000000001,98.91140331968097,0.13034000000000004,0.08263719999999997,86.84176618328037
0.0,832.3249999999998,3.0931300000000004,4.81565,4.81565,213.88,0.0,0.0,0.0673735999999999,0.1375,2.04086,213.8800000000001,104.79895730231374,0.1375,0.06737359999999992,5.117877683284846
769.308,9078.18,3.81132,6.0927,5.65916,78.6852,0.247369,0.2643,0.0368199,0.03934,1.06844,847.9932,793.6741417393582,0.30364,0.2841889,83.85589516481538
0.0,1590.79,3.15018,4.206119999999999,4.18075,107.284,0.0,0.0,0.109404,0.12474,1.14018,107.2840000000001,94.09391499587787,0.12474000000000005,0.109404,28.477262634475395
0.0,1632.17,3.44947,4.916440000000001,4.916440000000001,356.63800000000003,0.0,0.0,0.14732699999999999,0.16372,1.11127,356.63800000000003,320.92830725206295,0.16372,0.147327,59.64292883506798
787.3889999999999,380.40700000000015,3.86765,4.67566,4.67566,0.0,0.214471,0.32866,0.0,0.0,1.53242,787.3889999999999,513.8206235888333,0.32866,0.214471,60.81072554379418
0.0,798.6000000000004,2.42814,4.3561,4.3561,77.1881,0.0,0.0,0.0611264,0.0866,1.41674,77.18809999999996,54.48289735590163,0.08660000000000001,0.061126400000000025,2.525004090540236
0.0,3455.83,3.25921,4.20063,4.17775,253.68,0.0,0.0,0.108413,0.14302,1.31921,253.67999999999995,192.2969049658509,0.14302,0.10841299999999998,37.85682996445172
0.0,4834.13,3.2182000000000004,4.31246,4.31088,120.463,0.0,0.0,0.1266209999999999,0.1292,1.02037,120.46299999999985,118.05815537501087,0.1292,0.12662099999999987,22.42520177099675
0.0,1398.7699999999995,3.19319,4.69106,4.6084700000000005,210.425,0.0,0.0,0.115594,0.13926,1.20474,210.42500000000007,174.6642429071834,0.13926,0.11559399999999997,23.382417752474588
0.0,2432.32,2.84828,4.143269999999999,4.0524,60.29050000000001,0.0,0.0,0.0380879,0.0824,2.16342,60.29049999999984,27.86814395725287,0.08239999999999997,0.03808790000000001,40.03585106509594
400.076,2921.8099999999995,4.66172,5.75292,5.55476,153.803,0.10581000000000002,0.1363599999999999,0.0496148,0.06394,1.2887300000000002,553.8790000000001,429.7866892211712,0.2003,0.1554248,27.39753337947957
916.145,3565.3,5.09054,6.88318,6.88318,0.0,0.185886,0.2955,0.0,0.0,1.58969,916.145,576.304185092691,0.2955,0.185886,71.31453767129467
903.771,1196.5900000000001,5.13094,6.957000000000001,6.957000000000001,0.0,0.195622,0.3088599999999999,0.0,0.0,1.5788600000000002,903.771,572.4199739052228,0.3088599999999999,0.195622,68.94070154966674
0.0,1342.38,2.70306,4.99322,4.97739,108.182,0.0,0.0,0.0355247999999999,0.0742,2.08868,108.18200000000002,51.7944347626252,0.07419999999999999,0.03552479999999991,12.327982528245158
814.7239999999999,1656.04,3.79057,4.6871,4.64785,0.0,0.343203,0.3577599999999999,0.0,0.0,1.04241,814.7239999999999,781.5773064341286,0.3577599999999999,0.343203,140.89112249295874
859.295,1677.2399999999998,3.83843,4.7279,4.63744,0.0,0.343295,0.35366,0.0,0.0,1.03019,859.295,834.1131247633932,0.35366,0.343295,135.009950611666
1348.95,1514.6599999999999,6.3958,6.80122,6.80122,0.0,0.359932,0.46724,0.0,0.0,1.29813,1348.95,1039.1486214785884,0.46724,0.359932,95.03179483406906
482.342,1787.1099999999997,3.94987,5.108140000000001,5.0967400000000005,0.0,0.10677700000000001,0.2033599999999999,0.0,0.0,1.90453,482.342,253.260384451807,0.2033599999999999,0.10677700000000001,54.78818422105365
0.0,1091.6500000000005,2.86104,5.0342400000000005,5.0342400000000005,507.087,0.0,0.0,0.135005,0.26428,1.95756,507.087,259.04033592840074,0.26428,0.13500499999999996,55.38255486995325
496.369,2895.52,3.99704,4.67354,4.67354,0.0,0.132801,0.20668,0.0,0.0,1.55632,496.369,318.93762208286216,0.20668,0.13280100000000003,58.16071838149554
496.396,2900.95,4.00596,4.68166,4.68147,0.0,0.132766,0.20624,0.0,0.0,1.55341,496.3960000000001,319.5524684403988,0.20624,0.13276599999999997,57.77548710873708
478.505,2863.84,3.94576,4.65592,4.65486,0.0,0.126798,0.19952,0.0,0.0,1.57353,478.505,304.09652183307594,0.19952,0.12679799999999997,54.34933857408104
478.162,2863.84,3.9457,4.6554,4.65434,0.0,0.126772,0.19948,0.0,0.0,1.57353,478.1619999999999,303.8785406061529,0.19948,0.126772,55.98159415323393
483.242,2861.3399999999997,3.95436,4.65545,4.6545000000000005,0.0,0.127144,0.20024,0.0,0.0,1.5749,483.2420000000001,306.8397993523399,0.20024,0.12714400000000003,54.50351894979335
482.274,2861.3399999999997,3.95436,4.65344,4.65249,0.0,0.1270929999999999,0.20016,0.0,0.0,1.5749,482.274,306.2251571528352,0.20016,0.1270929999999999,54.235961890739325
447.031,2860.1299999999997,3.87167,4.62045,4.62045,0.0,0.126519,0.19934,0.0,0.0,1.57557,447.03100000000006,283.7265243689585,0.19934,0.126519,57.94669769720613
407.35600000000005,2860.1299999999997,3.93734,4.54485,4.54439,0.0,0.118928,0.18738,0.0,0.0,1.57557,407.356,258.5451614336399,0.18738,0.11892800000000003,57.382604589533365
0.0,2902.01,2.8231900000000003,3.9112,3.90945,14.815600000000003,0.0,0.0,0.0124784,0.019719999999999904,1.58033,14.815600000000018,9.37500395487018,0.019719999999999904,0.0124784,24.069498571765457
465.69700000000006,2902.01,3.80682,4.98975,4.92018,0.0,0.136589,0.2121,0.0,0.0,1.5528300000000002,465.697,299.9021142043881,0.2121,0.13658899999999996,50.26054148967822
474.51199999999994,2914.26,3.84468,5.0456900000000005,4.80961,0.0,0.135096,0.20890000000000003,0.0,0.0,1.54631,474.51200000000006,306.8673163854596,0.2089,0.135096,48.3540801043243
443.644,2894.14,3.76275,5.000780000000001,4.9970300000000005,0.0,0.129218,0.2012,0.0,0.0,1.55706,443.644,284.9241519273503,0.2012,0.129218,48.26723742533677
443.644,2894.14,3.76275,5.000780000000001,4.9970300000000005,0.0,0.129218,0.2012,0.0,0.0,1.55706,443.644,284.9241519273503,0.2012,0.129218,48.015517281121205
0.0,2867.3400000000006,3.69875,4.99892,4.99892,401.923,0.0,0.0,0.122613,0.1927,1.5716100000000002,401.923,255.7396555124999,0.1927,0.12261299999999997,46.38860250137493
0.0,2867.3400000000006,3.69875,4.99892,4.99892,409.48800000000006,0.0,0.0,0.124471,0.19562,1.5716100000000002,409.48800000000006,260.5531906770764,0.19562,0.124471,46.05899512603235
0.0,5677.84,3.28798,5.512519999999999,5.50625,483.812,0.0,0.0,0.1313349999999999,0.19297999999999993,1.46937,483.812,329.26492306226487,0.1929799999999999,0.1313349999999999,43.28701904572907
1121.55,3184.96,3.79733,5.785830000000001,5.78464,0.0,0.271192,0.3668400000000001,0.0,0.0,1.35269,1121.55,829.1256681131671,0.3668400000000001,0.271192,76.6082405076857
1420.64,3351.68,4.1274,6.10079,6.09895,0.0,0.359093,0.41636,0.0,0.0,1.1594799999999998,1420.64,1225.23890019664,0.41636,0.359093,95.70983949326374
832.248,1937.6999999999998,5.15937,5.68246,5.6766,0.0,0.207851,0.29494,0.0,0.0,1.419,832.248,586.5031712473572,0.29494,0.207851,98.040974967069
857.1669999999999,1933.3599999999997,5.1532800000000005,5.6025,5.59565,0.0,0.171433,0.29558,0.0,0.0,1.72417,857.1669999999999,497.1476130543972,0.29558,0.171433,98.03268012371912
1863.12,10628.3,6.43314,9.51377,9.51377,0.0,0.647231,0.5169400000000001,0.0,0.0,0.7986949999999999,1863.12,2332.7052253989323,0.5169400000000001,0.647231,138.61611124246548
581.7280000000001,5524.06,4.47146,4.97926,4.91948,0.0,0.1731049999999999,0.2033,0.0,0.0,1.17443,581.7280000000001,495.3279463228971,0.2033,0.1731049999999999,44.34552139244985
1229.85,9794.49,4.37137,6.90146,6.90002,0.0,0.367036,0.3669199999999999,0.0,0.0,0.999683,1229.85,1230.239986075586,0.3669199999999999,0.367036,64.19478349022248
